step ,Epot               ,Ekin               ,Etot
  96 ,21.007368647121083 ,22.229070836124418 ,43.236439483245505
  97 ,21.019486092101456 ,22.246306225789642 ,43.2657923178911
  98 ,21.03719541215713  ,22.268788422289735 ,43.30598383444686
  99 ,21.061578944843493 ,22.29755459965558  ,43.35913354449907
 100 ,21.09368377549772  ,22.333608908237082 ,43.427292683734805
 101 ,21.134517938322727 ,22.377918756936822 ,43.51243669525955
 102 ,21.185046853797697 ,22.431411298031065 ,43.616458151828766
 103 ,21.246189974782475 ,22.494970091984648 ,43.74116006676712
 104 ,21.318817601304637 ,22.569431920144474 ,43.88824952144911
 105 ,21.403747814632286 ,22.65558370609132  ,44.0593315207236
 106 ,21.501743475569373 ,22.75415950232865  ,44.255902977898025
 107 ,21.613509230475856 ,22.86583749829045  ,44.4793467287663
 108 ,21.739688471549336 ,22.99123700854766  ,44.730925480097
 109 ,21.880860205384398 ,23.130915406557367 ,45.011775611941765
 110 ,22.037535795448594 ,23.285364979083067 ,45.32290077453166
 111 ,22.210155559332467 ,23.45500968907227  ,45.66516524840473
 112 ,22.399085219683485 ,23.640201849685    ,46.039287069368484
 113 ,22.604612227673144 ,23.84121872856175  ,46.44583095623489
 114 ,22.826941998629813 ,24.058259118443594 ,46.88520111707341
 115 ,23.06619411996953  ,24.29143992700341  ,47.35763404697294
 116 ,23.32239861067216  ,24.54079285431155  ,47.863191464983714
 117 ,23.595492328225735 ,24.806261239886098 ,48.40175356811183
 118 ,23.885315632271197 ,25.087697172008408 ,48.973012804279605
 119 ,24.1916094233567   ,25.384858959292668 ,49.57646838264937
 120 ,24.514012679697547 ,25.697409067921367 ,50.211421747618914
 121 ,24.852060614291503 ,26.02491262721877  ,50.87697324151027
 122 ,25.20518356907388  ,26.366836601249002 ,51.57202017032289
 123 ,25.572706752147415 ,26.722549715003822 ,52.29525646715123
 124 ,25.953850908854733 ,27.091323210782967 ,53.0451741196377
 125 ,26.347797734257274 ,27.472421528002002 ,53.82021926225927
 126 ,26.753543291411873 ,27.86506489529854  ,54.61860818671042
 127 ,27.170080526444337 ,28.268338785623598 ,55.438419312067936
 128 ,27.596239030696598 ,28.68100974765631  ,56.27724877835291
 129 ,28.030651407123027 ,29.101723976201683 ,57.132375383324714
 130 ,28.47198348642344  ,29.529234553381595 ,58.00121803980504
 131 ,28.91883035038204  ,29.96222794012538  ,58.881058290507426
 132 ,29.369724953253176 ,30.39933173723403  ,59.769056690487204
 133 ,29.823147417651338 ,30.83912304567178  ,60.66227046332312
 134 ,30.27753578858617  ,31.280332646045593 ,61.557868434631764
 135 ,30.73145109461559  ,31.72146559154255  ,62.45291668615814
 136 ,31.183135592251155 ,32.16091256543368  ,63.34404815768483
 137 ,31.63101466639268  ,32.597142497740435 ,64.22815716413311
 138 ,32.07343225959876  ,33.02859185591161  ,65.10202411551037
 139 ,32.50873365477583  ,33.453719108206556 ,65.9624527629824
 140 ,32.93529277798907  ,33.870920626979036 ,66.8062134049681
 141 ,33.351531819177    ,34.27869864276122  ,67.63023046193823
 142 ,33.755908244414776 ,34.67558476221537  ,68.43149300663015
 143 ,34.14692223065792  ,35.06014689521346  ,69.20706912587139
 144 ,34.523123176082585 ,35.43099539943639  ,69.95411857551898
 145 ,34.88311521814648  ,35.78678838384646  ,70.66990360199294
 146 ,35.22556171625498  ,36.12623613407701  ,71.35179785033199
 147 ,35.54918868218638  ,36.4481046458285   ,71.99729332801488
 148 ,35.852900256986345 ,36.751423766041825 ,72.60432402302817
 149 ,36.13549165353844  ,37.03507685662351  ,73.17056851016196
 150 ,36.39602642736189  ,37.29804584645592  ,73.69407227381781
 151 ,36.63330779380929  ,37.53933834866341  ,74.1726461424727
 152 ,36.84638648370697  ,37.7577754619195   ,74.60416194562647
 153 ,37.034380807039646 ,37.95248424598946  ,74.9868650530291
 154 ,37.19647082790332  ,38.1226512727097   ,75.31912210061301
 155 ,37.331957941143635 ,38.267629649181714 ,75.59958759032534
 156 ,37.44010697134548  ,38.386727235444575 ,75.82683420679005
 157 ,37.520246498294306 ,38.47919611631366  ,75.99944261460797
 158 ,37.571783764842365 ,38.54445135978703  ,76.1162351246294
 159 ,37.59418021817081  ,38.5819648898099   ,76.17614510798072
 160 ,37.58695236487539  ,38.591266995556765 ,76.17821936043215
 161 ,37.54971810215539  ,38.5721268005      ,76.1218449026554
 162 ,37.4822604722125   ,38.524328972790165 ,76.00658944500267
 163 ,37.38423299220709  ,38.447738228321576 ,75.83197122052866
 164 ,37.255379919532245 ,38.34202873192781  ,75.59740865146006
 165 ,37.095445665407325 ,38.206771836208134 ,75.30221750161546
 166 ,36.90438886114278  ,38.041957026497464 ,74.94634588764023
 167 ,36.68228003908646  ,37.84768445069066  ,74.52996448977711
 168 ,36.42931795185465  ,37.62417885467949  ,74.05349680653414
 169 ,36.14584748227923  ,37.371804665701916 ,73.51765214798115
 170 ,35.832378670976006 ,37.09108180181948  ,72.92346047279548
 171 ,35.4896062362245   ,36.78270166322097  ,72.27230789944548
 172 ,35.11842880851353  ,36.44754264056098  ,71.56597144907451
 173 ,34.71996695868612  ,36.08668436454521  ,70.80665132323134
 174 ,34.29557897511855  ,35.701419828352414 ,69.99699880347097
 175 ,33.846900969265555 ,35.29335951157114  ,69.1402604808367
 176 ,33.37584655375055  ,34.864355112293715 ,68.24020166604427
 177 ,32.884551192141124 ,34.416368992395086 ,67.30092018453621
 178 ,32.37535642462422  ,33.951485576996326 ,66.32684200162055
 179 ,31.85088311784462  ,33.47216934100699  ,65.3230524588516
 180 ,31.314025933825025 ,32.98109008544073  ,64.29511601926575
 181 ,30.76777650133861  ,32.48084651757844  ,63.24862301891705
 182 ,30.215275168101996 ,31.97423849453285  ,62.18951366263485
 183 ,29.659821778555315 ,31.464241274292    ,61.12406305284732
 184 ,29.104770831517317 ,30.95387438143474  ,60.05864521295206
 185 ,28.55353519350986  ,30.446271446374855 ,58.99980663988471
 186 ,28.009371499730538 ,29.94438941489266  ,57.9537609146232
 187 ,27.475399377219816 ,29.45094945987953  ,56.92634883709935
 188 ,26.9545780190741   ,28.968624310589043 ,55.92320232966314
 189 ,26.44961413395097  ,28.499869216740315 ,54.94948335069128
 190 ,25.962909076662047 ,28.046876751303824 ,54.00978582796587
 191 ,25.496514360202088 ,27.611538497060366 ,53.10805285726245
 192 ,25.05216626162901  ,27.19556734894268  ,52.24773361057169
 193 ,24.63110562972463  ,26.800167801089255 ,51.43127343081389
 194 ,24.23412104094266  ,26.4260322342424   ,50.66015327518506
 195 ,23.861638462787983 ,26.073645065201646 ,49.935283527989625
 196 ,23.51368041452214  ,25.743137409912105 ,49.25681782443424
 197 ,23.189889419291465 ,25.434305149744446 ,48.62419456903591
 198 ,22.88956044343792  ,25.146634691992194 ,48.03619513543011
 199 ,22.6116805302088   ,24.879335016438446 ,47.49101554664725
 200 ,22.354985219970573 ,24.63144727503119  ,46.986432495001765
 201 ,22.11808351216677  ,24.40186585141026  ,46.51994936357703
 202 ,21.89923875509065  ,24.189119669097792 ,46.08835842418844
 203 ,21.696638452489424 ,23.99156830676953  ,45.688206759258954
 204 ,21.508439582494386 ,23.807623835432288 ,45.31606341792667
 205 ,21.33277571184387  ,23.635660815493782 ,44.96843652733765
 206 ,21.16779812814713  ,23.474052471512884 ,44.64185059966002
 207 ,21.01171260952156  ,23.321203516244083 ,44.33291612576564
 208 ,20.86281145232991  ,23.17557923897784  ,44.038390691307754
 209 ,20.719500582063873 ,23.03573064287421  ,43.755231224938086
 210 ,20.580321738824587 ,22.900315557877057 ,43.480637296701644
 211 ,20.443969858606643 ,22.768115769863492 ,43.212085628470135
 212 ,20.309311708085236 ,22.638070424135098 ,42.94738213222033
 213 ,20.175379603764444 ,22.509236376265157 ,42.684615980029605
 214 ,20.041376985086767 ,22.380809834177356 ,42.42218681926413
 215 ,19.90669875957281  ,22.252166342857485 ,42.1588651024303
 216 ,19.770917526758648 ,22.122837776894627 ,41.89375530365328
 217 ,19.63377846802153  ,21.992510010427917 ,41.626288478449446
 218 ,19.495191817119913 ,21.86101837528456  ,41.356210192404475
 219 ,19.355223311131333 ,21.728341230122872 ,41.083564541254205
 220 ,19.214083019619363 ,21.59459196374518  ,40.80867498336454
 221 ,19.072112946173597 ,21.460009753695736 ,40.53212269986933
 222 ,18.929773790948424 ,21.324949397026067 ,40.25472318797449
 223 ,18.787631255019676 ,21.189870523463213 ,39.97750177848289
 224 ,18.646342256231403 ,21.055326491504214 ,39.70166874773562
 225 ,18.506641410236867 ,20.921953254141304 ,39.42859466437817
 226 ,18.369352763603175 ,20.790561405274282 ,39.15991416887746
 227 ,18.235360242177684 ,20.66191805808674  ,38.897278300264425
 228 ,18.105512070973404 ,20.536759909827747 ,38.642271980801155
 229 ,17.980730640542248 ,20.415955836170106 ,38.396686476712354
 230 ,17.86204292769489  ,20.30059924583956  ,38.16264217353445
 231 ,17.75042396868738  ,20.19160898593312  ,37.9420329546205
 232 ,17.646761256767522 ,20.0897145083079   ,37.736475765075426
 233 ,17.55204405278467  ,19.995878547263985 ,37.54792260004865
 234 ,17.46726816345658  ,19.91107602467105  ,37.37834418812763
 235 ,17.393449888544932 ,19.836406871385783 ,37.22985675993071
 236 ,17.33165296065617  ,19.77285622324216  ,37.10450918389833
 237 ,17.282803021634    ,19.721291884514716 ,37.004094906148715
 238 ,17.247901345554666 ,19.68269320199337  ,36.93059454754804
 239 ,17.2279588055341   ,19.658049341044258 ,36.88600814657836
 240 ,17.223935353357273 ,19.648299387609164 ,36.872234740966434
 241 ,17.23678370847997  ,19.654328970066533 ,36.891112678546506
 242 ,17.267420877638912 ,19.677001412133293 ,36.944422289772206
 243 ,17.316773821018604 ,19.717222502785944 ,37.033996323804544
 244 ,17.385582941397683 ,19.775708068859426 ,37.16129101025711
 245 ,17.474514505594957 ,19.85296404668497  ,37.32747855227993
 246 ,17.58412842102879  ,19.949475551040507 ,37.5336039720693
 247 ,17.714829217200883 ,20.06557544406907  ,37.780404661269955
 248 ,17.86693657136518  ,20.20157285151777  ,38.068509422882954
 249 ,18.04037779012343  ,20.357422188539925 ,38.39779997866336
 250 ,18.23489170432047  ,20.532699345377903 ,38.767591049698375
 251 ,18.449973534873468 ,20.72689043873422  ,39.17686397360769
 252 ,18.684833675574442 ,20.939224443555876 ,39.62405811913032
 253 ,18.93838516102481  ,21.168664190744177 ,40.10704935176899
 254 ,19.20923860460039  ,21.413903713531592 ,40.62314231813198
 255 ,19.49570535283019  ,21.67337250474176  ,41.16907785757195
 256 ,19.795809179988094 ,21.945246908693385 ,41.741056088681475
 257 ,20.10730638839712  ,22.227468506644247 ,42.33477489504136
 258 ,20.427713722628305 ,22.517768991907992 ,42.9454827145363
 259 ,20.754343086739894 ,22.813700698972575 ,43.56804378571247
 260 ,21.084341706835968 ,23.11267167631891  ,44.19701338315488
 261 ,21.414736133494294 ,23.411983996061764 ,44.82672012955606
 262 ,21.74251237525776  ,23.70892719905204  ,45.4514395743098
 263 ,22.064561735521163 ,24.00070360750791  ,46.06526534302907
 264 ,22.37781488804739  ,24.284481731825753 ,46.662296619873146
 265 ,22.67927190673099  ,24.557538131262493 ,47.23681003799348
 266 ,22.966031159121304 ,24.817235712913124 ,47.78326687203443
 267 ,23.235323374204572 ,25.061054512661915 ,48.29637788686649
 268 ,23.484540698992173 ,25.286618408732508 ,48.771159107724685
 269 ,23.711372795243992 ,25.491924104648962 ,49.203296899892955
 270 ,23.913548945891755 ,25.67498932663609  ,49.58853827252784
 271 ,24.08904290755587  ,25.83379352220997  ,49.92283642976584
 272 ,24.236060106293504 ,25.966678685014866 ,50.20273879130837
 273 ,24.353071537444944 ,26.07225134795625  ,50.425322885401194
 274 ,24.43879617874741  ,26.1493482483314   ,50.58814442707881
 275 ,24.49220797351569  ,26.19704378823345  ,50.68925176174914
 276 ,24.51254300024496  ,26.21465727091966  ,50.72720027116462
 277 ,24.49930745501799  ,26.20176038528424  ,50.70106784030223
 278 ,24.452286839006163 ,26.1581852251734   ,50.61047206417956
 279 ,24.371556469894937 ,26.08403291332779  ,50.45558938322273
 280 ,24.257493139105904 ,25.97968266430998  ,50.23717580341588
 281 ,24.110787432740633 ,25.845800880568486 ,49.95658831330912
 282 ,23.93250312566699  ,25.683430814716395 ,49.615933940383385
 283 ,23.723948717563154 ,25.49381872642585  ,49.217767443989004
 284 ,23.4868019519784   ,25.27844804311555  ,48.76524999509395
 285 ,23.223123726172744 ,25.03930125631389  ,48.262424982486635
 286 ,22.935371890949845 ,24.778563901007157 ,47.713935791957
 287 ,22.626246183856722 ,24.498725963813328 ,47.12497214767005
 288 ,22.29884061583503  ,24.202536062648406 ,46.50137667848344
 289 ,21.95646965860028  ,23.892912552029152 ,45.84938221062943
 290 ,21.60276430563935  ,23.573081196635453 ,45.175845502274804
 291 ,21.241563060132503 ,23.246417933633193 ,44.487980993765696
 292 ,20.876876035970714 ,22.916452861456317 ,43.79332889742703
 293 ,20.512873097045855 ,22.586866724149573 ,43.09973982119543
 294 ,20.15359759081999  ,22.261250492275277 ,42.414848083095265
 295 ,19.803096669089747 ,21.94304384387536  ,41.746140512965106
 296 ,19.465296123266132 ,21.635687706229184 ,41.10098382949532
 297 ,19.143840345372578 ,21.34256855493566  ,40.486408900308234
 298 ,18.842176025026003 ,21.066508418897186 ,39.90868444392319
 299 ,18.56304532768363  ,20.80980733204265  ,39.37285265972628
 300 ,18.308863309148848 ,20.574562766639552 ,38.8834260757884
 301 ,18.08150844254293  ,20.362413614463062 ,38.44392205700599
 302 ,17.882284789436905 ,20.174509588276173 ,38.056794377713075
 303 ,17.71190340582025  ,20.011496490715857 ,37.72339989653611
 304 ,17.570484093637752 ,19.87351819693315  ,37.44400229057091
 305 ,17.457577470303196 ,19.760235293198765 ,37.21781276350196
 306 ,17.372240220753657 ,19.67096375066094  ,37.0432039714146
 307 ,17.31306159122014  ,19.604538692235554 ,36.9176002834557
 308 ,17.27814932473929  ,19.559332963290935 ,36.83748228803022
 309 ,17.265340406601396 ,19.533541420852693 ,36.79888182745409
 310 ,17.272242277354884 ,19.525157556716454 ,36.79739983407134
 311 ,17.296321451071197 ,19.5320474025092   ,36.8283688535804
 312 ,17.334989401880332 ,19.552021499951252 ,36.88701090183159
 313 ,17.3856821195601   ,19.58290199704457  ,36.968584116604674
 314 ,17.44593040508252  ,19.62258245004501  ,37.06851285512753
 315 ,17.51341877191239  ,19.669078533122942 ,37.182497305035334
 316 ,17.58603166546853  ,19.720568526182124 ,37.30660019165065
 317 ,17.661886543303734 ,19.77542311310585  ,37.43730965640958
 318 ,17.739354114697907 ,19.832224632102278 ,37.571578746800185
 319 ,17.81706667724541  ,19.889776441799746 ,37.70684311904516
 320 ,17.893915982171016 ,19.947103478216818 ,37.841019460387834
 321 ,17.969042397425753 ,20.003445367480904 ,37.97248776490666
 322 ,18.041817319629967 ,20.058243626682966 ,38.10006094631294
 323 ,18.111820825185795 ,20.11112453885092  ,38.22294536403672
 324 ,18.178831061390706 ,20.162004940618402 ,38.34083600200911
 325 ,18.242830698899134 ,20.21080824543089  ,38.453638944330024
 326 ,18.303782994412444 ,20.257460514844194 ,38.56124350925664
 327 ,18.361845729950513 ,20.302119342677383 ,38.663965072627896
 328 ,18.41726154402704  ,20.345025146448645 ,38.76228669047568
 329 ,18.47033895760793  ,20.38648446532581  ,38.85682342293374
 330 ,18.521436728498703 ,20.42685576235385  ,38.94829249085255
 331 ,18.570951609920535 ,20.466537855539933 ,39.03748946546047
 332 ,18.619309396260544 ,20.50596094121758  ,39.12527033747813
 333 ,18.66695899309842  ,20.54558004745483  ,39.21253904055325
 334 ,18.71436914792114  ,20.58587066448211  ,39.30023981240325
 335 ,18.76205578793024  ,20.627448866458643 ,39.38950465438889
 336 ,18.810567639868722 ,20.67082558521401  ,39.48139322508273
 337 ,18.86038653329866  ,20.716574317519026 ,39.576960850817684
 338 ,18.912151338799486 ,20.765236374389893 ,39.677387713189376
 339 ,18.966328501897696 ,20.817204403786995 ,39.783532905684694
 340 ,19.0235286760872   ,20.873062360362326 ,39.89659103644952
 341 ,19.084397154707094 ,20.933416693610233 ,40.01781384831733
 342 ,19.14961618189258  ,20.998897072922503 ,40.148513254815086
 343 ,19.21990610706647  ,21.070156217602246 ,40.29006232466872
 344 ,19.296024991369663 ,21.14786850874382  ,40.44389350011348
 345 ,19.378766282836192 ,21.232727071837346 ,40.61149335467354
 346 ,19.468954198774338 ,21.325439042400085 ,40.79439324117442
 347 ,19.56743649599928  ,21.42671876711645  ,40.99415526311573
 348 ,19.67507437858924  ,21.537278754306772 ,41.21235313289601
 349 ,19.792729392895016 ,21.657818272820382 ,41.4505476657154
 350 ,19.921247291789452 ,21.78900960806182  ,41.710256899851274
 351 ,20.061439011945566 ,21.93148211531366  ,41.99292112725922
 352 ,20.214059092511224 ,22.085804358189165 ,42.299863450700386
 353 ,20.379782060123656 ,22.2524647752979   ,42.632246835421554
 354 ,20.559177499585644 ,22.431851469906885 ,42.99102896949253
 355 ,20.752684705279577 ,22.624231852793276 ,43.37691655807285
 356 ,20.960587948399947 ,22.82973297446935  ,43.7903209228693
 357 ,21.182993483334972 ,23.0483234473779   ,44.23131693071287
 358 ,21.419815150441337 ,23.279855252887113 ,44.699670403328454
 359 ,21.670815785936888 ,23.52399869209628  ,45.194814478033166
 360 ,21.93540758363062  ,23.78010720505455  ,45.71551478868517
 361 ,22.212810806491788 ,24.04734054060934  ,46.26015134710113
 362 ,22.502032416280496 ,24.324718706632876 ,46.82675112291337
 363 ,22.801856754907355 ,24.611073210902674 ,47.41292996581003
 364 ,23.11085928561166  ,24.90505949131622  ,48.015918776927876
 365 ,23.427426348826586 ,25.20517426904769  ,48.632600617874274
 366 ,23.749780250849327 ,25.509777269304735 ,49.25955752015406
 367 ,24.076008762467808 ,25.817116561335265 ,49.893125323803076
 368 ,24.404097924676105 ,26.125356623875522 ,50.52945454855163
 369 ,24.73196694906542  ,26.432608151906795 ,51.164575100972215
 370 ,25.057599987143576 ,26.737113418638238 ,51.79471340578181
 371 ,25.378826732903306 ,27.037045592528788 ,52.41587232543209
 372 ,25.693604773326488 ,27.33038021946875  ,53.023984992795235
 373 ,25.99987478281668  ,27.615234280813517 ,53.6151090636302
 374 ,26.29573325136752  ,27.88988735644812  ,54.185620607815636
 375 ,26.579398753504844 ,28.152727764343233 ,54.73212651784807
 376 ,26.849232062802436 ,28.402270285592603 ,55.251502348395036
 377 ,27.103873821418368 ,28.63733356949993  ,55.7412073909183
 378 ,27.3419079515156   ,28.856761815407985 ,56.19866976692359
 379 ,27.562200293123226 ,29.059355560902617 ,56.62155585402584
 380 ,27.76377173985267  ,29.24419918493866  ,57.00797092479134
 381 ,27.945928369987968 ,29.410688335433086 ,57.356616705421054
 382 ,28.10798593285995  ,29.558269756692983 ,57.66625568955293
 383 ,28.24950133951348  ,29.686424702737984 ,57.93592604225147
 384 ,28.370191876098612 ,29.7948890300531   ,58.165080906151715
 385 ,28.469921423264278 ,29.88353389616517  ,58.35345531942944
 386 ,28.548687982434252 ,29.95235530447219  ,58.50104328690644
 387 ,28.606610308182166 ,30.00146278160222  ,58.608073089784384
 388 ,28.643914093226165 ,30.031067573146576 ,58.674981666372744
 389 ,28.6609181278205   ,30.04147072460129  ,58.70238885242179
 390 ,28.65802082786907  ,30.03305139193699  ,58.69107221980606
 391 ,28.63579487523499  ,30.00644255937203  ,58.64223743460702
 392 ,28.594735805041225 ,29.962378892737238 ,58.55711469777846
 393 ,28.53547594431615  ,29.90122845207021  ,58.43670439638636
 394 ,28.45847170862571  ,29.82335382676173  ,58.28182553538744
 395 ,28.364352564727696 ,29.7293764169502   ,58.0937289816779
 396 ,28.253772290394785 ,29.61994594309214  ,57.873718233486926
 397 ,28.127406073736488 ,29.495737337878634 ,57.62314341161512
 398 ,27.98594965759471  ,29.357449326714278 ,57.34339898430899
 399 ,27.830120459856587 ,29.205804637494495 ,57.03592509735108
 400 ,27.660660518537444 ,29.041551711406985 ,56.70221222994443
 401 ,27.478343807185183 ,28.865509957864436 ,56.343853765049616
 402 ,27.284005088870103 ,28.678489852937386 ,55.96249494180749
 403 ,27.0784611093574   ,28.481296699697776 ,55.55975780905517
 404 ,26.862608321852743 ,28.27482046984805  ,55.13742879170079
 405 ,26.637451909592013 ,28.06009453279261  ,54.69754644238462
 406 ,26.40397965576775  ,27.838111379644726 ,54.24209103541247
 407 ,26.16325038696927  ,27.60982146272969  ,53.773071849698965
 408 ,25.91641751590517  ,27.376328174373967 ,53.29274569027913
 409 ,25.664707059214795 ,27.13879306542825  ,52.803500124643044
 410 ,25.409416528645423 ,26.898434087754353 ,52.307850616399776
 411 ,25.151910948102163 ,26.656521478112992 ,51.808432426215155
 412 ,24.893615801938086 ,26.41437113133049  ,51.30798693326858
 413 ,24.63604970587502  ,26.173447916608495 ,50.80949762248352
 414 ,24.380725553150683 ,25.93512389942282  ,50.3158494525735
 415 ,24.129128340037138 ,25.70067175308273  ,49.82980009311987
 416 ,23.88281529023626  ,25.471531177806515 ,49.35434646804278
 417 ,23.643305205790902 ,25.249059840440857 ,48.89236504623176
 418 ,23.41205112224636  ,25.034517780827073 ,48.446568903073434
 419 ,23.190468825334115 ,24.829163324740232 ,48.019632150074344
 420 ,22.979889904173795 ,24.634175961028067 ,47.614065865201866
 421 ,22.78154024311974  ,24.450638110833072 ,47.23217835395281
