vx0,vy0,vx1,vy1,vx2,vy2,vx3,vy3,vx4,vy4,vx5,vy5,vx6,vy6,vx7,vy7,vx8,vy8
0.247180212657167,-0.8703398237203077,-0.9326615832609252,3.6645289336045868,1.8406932945439352,1.1542360561890184,-0.41470713591473163,1.3206714233993107,-0.8702476314049638,-0.2543037605701391,0.022071090581914962,-0.9975972215163278,1.5515903217971392,-1.2333741199101949,-0.8450727030788986,-2.194805265844761,-0.5988458659206379,-0.5890162216311855
0.35182528485689246,0.1961975763788894,-0.9670589177184594,2.6023974779234558,1.1661780638381074,1.2905553364154734,0.03173213390728041,0.7167058745830873,-0.8922879282222006,-0.13627336322150174,0.2630304544433574,-0.5126366692587125,1.0486404078185723,-1.320688746576201,-0.8862242902094294,-1.8547211887706416,-0.11583520871412206,-0.9815362974738482
0.5004352090008732,1.6252132996362003,-1.0191436346610403,1.2174965046617776,0.28534026105262555,1.4847573533377811,0.6251558288095777,-0.08955579346523113,-0.9413912527772511,0.028290951227263564,0.5787217665107868,0.12657144978343227,0.38772275534198103,-1.456746921202135,-0.9504648149080902,-1.4156744395722796,0.5336238816305354,-1.5203524044068075
0.6594206355350255,3.041005269947154,-1.0807294100142073,-0.06661124581420874,-0.5282787375282363,1.6949404947618654,1.1962477070606339,-0.8640794107156737,-1.0266277966357507,0.1932984746374258,0.8654541305816873,0.7341216870029019,-0.22571450188377168,-1.6298500747521758,-1.0383268099130443,-1.0256227009453867,1.178554782797662,-2.0772024941219005
0.7967421615039446,4.075591058449151,-1.1487556540105939,-0.8430004273676933,-1.0209595698798564,1.8900963429663455,1.582449636345575,-1.3792449036748333,-1.1509041242111757,0.3122488695862131,1.0365672866400495,1.132402955622162,-0.5930876683324547,-1.8279289307512823,-1.1531538169334112,-0.8289999719179493,1.6511017488779223,-2.5311649929121116
0.8931457523660395,4.450267242639071,-1.2324162944833301,-0.8189885790859006,-1.0293627412396036,2.0660397489894575,1.6720829981418157,-1.476367942930471,-1.309627141111465,0.35484554248967043,1.0568030464958404,1.1963353245451436,-0.5780017110511446,-2.0422169104263603,-1.298217795361323,-0.9296253083332933,1.8255938862431706,-2.8002891178873166
0.9457868100920366,4.0695968554576085,-1.353065902388727,0.09341481173858823,-0.5292742643212422,2.2426241299969405,1.445319266161691,-1.1151256285303277,-1.4933058207658967,0.3141847371575987,0.9497105941978611,0.8943731457295068,-0.15094777885029265,-2.2705766236303737,-1.4742144675821023,-1.3621747029213735,1.659991563456672,-2.866316724998168
0.9636001584843684,3.100059271851802,-1.5362720895457822,1.714817253148311,0.3505385473925121,2.448704462702795,0.9955441588348988,-0.39479786568243885,-1.6932222254032485,0.20377397767543823,0.781594790120554,0.31206731827298767,0.5925904203655659,-2.5193837089741318,-1.6781706236636758,-2.0805357557601867,1.2237968634148064,-2.7847049532345767
0.960625406280157,1.959575086037469,-1.801471809120419,3.621839184582938,1.362641376807327,2.7093121925441124,0.5094819518009218,0.4681311492657826,-1.9080236718922976,0.05101207911095605,0.637014521344492,-0.3643107879704043,1.4565735058950202,-2.803382510081512,-1.9037771252369386,-2.969903070186734,0.6869358441217368,-2.672273323302607
0.9544180202610778,1.1667516893710743,-2.1562741004398123,5.3000510282179,2.2231243264837603,3.042795179977678,0.2019413480480065,1.2084915337890376,-2.148277756913674,-0.10722914661853221,0.5961989443288411,-0.9120669594957325,2.211214440890082,-3.1437558102178675,-2.1434116218452854,-3.8823370321225075,0.2610663991870029,-2.6727004829010492
0.9697006532402078,1.1227408387580171,-2.59744871312955,6.357333559716759,2.7114249394706573,3.465062667576601,0.2331729652164994,1.6022761379290418,-2.436058373150833,-0.22792130160810065,0.7159553521407378,-1.157580013748492,2.675130290703604,-3.5652898092763357,-2.3926842752399358,-4.684328602083227,0.12080716074860949,-2.912293477264263
1.039274302131193,1.972665882562408,-3.1144654404279906,6.659131326018507,2.7414225935026657,3.9928791577474794,0.6515520754257539,1.5378328904047451,-2.798471124409587,-0.26974003174237204,1.0136370600152258,-1.0368604095451661,2.7751789084867635,-4.093014560438757,-2.6571048741518144,-5.298294533010276,0.3489764994277874,-3.4645997219965663
1.1951650549146822,3.604070322061496,-3.6918925297679004,6.332373898910966,2.376382994154156,4.64114756526427,1.3851022138737918,1.0441326574064684,-3.257383753674056,-0.20816867090272745,1.4586756105647092,-0.6051173212400163,2.564488360751083,-4.747644926770622,-2.9576453296970104,-5.724156221109868,0.927107378880544,-4.336637303619964
1.4532442067039555,5.725276206136414,-4.3122700211731235,5.691031735569686,1.7927093032838735,5.416937201253989,2.2742145704555674,0.2775314705520117,-3.8201719219020625,-0.05121387885966623,1.9803234737584754,-0.0051358402651688895,2.2033567422259672,-5.539735373332922,-3.3305995400950397,-6.037638996591095,1.759193186742388,-5.477052524463246
1.803200038082483,7.958073440595998,-4.9631330341738416,5.14081431449812,1.2153623835225653,6.317611809200107,3.123735717762232,-0.5221839946700225,-4.47623981205515,0.1575571411214422,2.494729231148922,0.5799580280370081,1.9149244019607765,-6.464863232018066,-3.8191470492705712,-6.369554091135067,2.7065681230225853,-6.797413415629517
2.212902175352638,9.924435560658917,-5.647758710568952,5.081282590268213,0.849585437143694,7.335716787803591,3.7585746334819268,-1.0975465892678304,-5.201738383748158,0.35600001867154657,2.9400562295048256,0.9726187684114506,1.9238093670061063,-7.503346570841146,-4.458082113383932,-6.8724706824223185,3.622651365211855,-8.19668988328242
2.643066015961267,11.333172269073284,-6.392343313942215,5.806963500690333,0.8276965577810342,8.463895966041266,4.076291292119083,-1.2493201247120485,-5.971384184138686,0.49179237922304736,3.299520991028318,1.0428205195977476,2.3876582043593877,-8.625464390626497,-5.2566835507075025,-7.681353218352274,4.386177987539317,-9.582506900934856
3.0574339689053676,12.069970214010068,-7.238048629577131,7.411223302038221,1.1814636037615074,9.690790329652714,4.087733080961062,-0.9036941737530604,-6.7725601540189935,0.5443004572714368,3.600420640058716,0.7464271017929177,3.3412926186630054,-9.79845385059479,-6.186070515763955,-8.875406458996581,4.928335387010423,-10.885156921420924
3.4180882332057383,12.265718584481146,-8.209340175018303,9.71346009229455,1.8447698153555099,10.986649798066951,3.925176984882497,-0.14719279312600575,-7.614039288852015,0.5293874177996823,3.8940447435966368,0.14928133515854075,4.679868805528706,-10.98945567232117,-7.176388015575441,-10.448924215070894,5.237818896876673,-12.058924547282798
3.673314688707833,12.27859371490043,-9.26031838996375,12.258773988038891,2.6871530426351575,12.286482435411003,3.7972682103211164,0.7921240259459171,-8.52081243006555,0.4905564507481728,4.229818922525098,-0.5847183386965411,6.197274966636611,-12.16145260464124,-8.126151497864832,-12.298228903287322,5.32245248706832,-13.062130768419308
3.7577325509735515,12.542561446756858,-10.206648198525105,14.421167009002138,3.568940753922759,13.481319881979037,3.896738598872064,1.6205322246964593,-9.509041493864853,0.48489223972573126,4.633002537245306,-1.2515787371867888,7.664737014121125,-13.263253119342162,-8.920870711760665,-14.22875782064192,5.1154089490158245,-13.806883124989351
3.611841351258494,13.341509838344368,-10.640900009972636,15.545643582811785,4.39484055586593,14.424008860139388,4.301586495248399,2.0799425683874135,-10.542154892599548,0.5679384490967393,5.086746611090051,-1.6862547398072039,8.904346826396763,-14.214336048774976,-9.450360281481727,-15.979433488373369,4.334053344194281,-14.079019021824143
3.2023340172912027,14.639387228112833,-9.855254590773757,15.042083915321912,5.1405920398243214,14.948219159207486,4.915879308411195,2.019977908530559,-11.476579333040352,0.778868824896197,5.5113429162592995,-1.8153507764602932,9.816918154160293,-14.882348403320112,-9.608126856344578,-17.25251387589185,2.3528943442123866,-13.47832398039673
2.521391183464485,16.02797972480228,-7.028129979267426,12.584933269785527,5.844623653157288,14.894957922707379,5.46934582108811,1.4039484859236788,-12.005408091521831,1.1302784206060257,5.725396503927359,-1.6528215223468816,10.36227046458757,-15.05461358502943,-9.263983585830578,-17.736739184669656,-1.625505969604961,-11.59792353177892
1.5696854272500986,16.76293197076467,-2.2372572760760487,8.802191535815869,6.580533436982564,14.149267089597373,5.571535574292507,0.26017950568564585,-11.608945757756324,1.6045623541040397,5.372144740167917,-1.242282612346564,10.525239679540052,-14.432121955137706,-8.233282285413619,-17.133703393187382,-7.539653538987128,-8.771024495295938
0.3511502257571406,15.909004793812443,2.447519603737397,5.793020990575664,7.427152067573604,12.69903306445057,4.825542205415568,-1.355141948444432,-9.579391826472985,2.1425766607483396,3.843566334319287,-0.5764915992142678,10.299318506550112,-12.741538845593215,-6.307913259648441,-15.235886416476022,-13.306943857231666,-6.634576699859071
-1.1009970805289298,12.781205790009713,4.382211960837301,5.743711511083538,8.403739472425674,10.673007736519756,3.026692292831216,-3.2869262097725063,-5.340063306980491,2.602549294899664,0.41898029888963473,0.43035639800151965,9.672624239032066,-10.042098003163428,-3.402132794723305,-12.082554378383216,-16.061055081783152,-6.819252139195034
-2.6803511051546134,7.7782110805977265,3.145560664167786,8.782732265736827,9.319777107766985,8.319663819226594,0.39796145578736875,-5.095435221449482,0.811992548701991,2.7170112530955612,-4.982848280126255,1.7683044635130813,8.58915732775448,-6.962375013766422,0.2543483497865966,-8.139001091952796,-14.855598068684326,-9.169111555001088
-4.1940858796339775,2.7243384542706615,0.8604426415311539,12.850594948748071,9.589580117285875,5.989574563864615,-2.3833087840038663,-5.997570402001638,7.3144207621109505,2.1618661691092416,-10.74468493807966,2.941372452613319,6.947496122653377,-4.419018213363628,4.106964686542936,-4.297393852347208,-11.496824728406779,-11.953764120893428
-5.424684200130646,-0.35184634490702504,0.08182556157951576,15.557985558701834,8.160939727754313,4.1884759953202515,-4.5432077848163575,-5.2150489847482175,12.351462797538044,0.7566197792956127,-13.978265502573729,2.923291320247386,4.682513508772088,-3.040046282363287,7.58799523804318,-1.5554079945125412,-8.9185793461664,-13.264023047034007
-6.236316566886181,-0.6891502211625641,1.8144061896174484,15.874428527934027,3.91568614862171,3.551067424473016,-5.655040212109569,-2.583615785096595,15.17554014394982,-1.4031247402075608,-12.661690810418417,0.9346149340956686,1.810100284428164,-2.92531389932405,10.458304212008278,-0.608069429548559,-8.62098938921125,-12.150836811163376
-6.63467391943957,1.2458625090307494,5.185080986936629,14.131234851050905,-2.8788154129948538,4.3712422231509525,-5.781212195659815,1.0773793999238894,16.07055115310467,-4.006716557808568,-7.470116127550169,-2.4724894611021124,-1.6321515779861004,-3.7906667418960662,12.829046716748962,-1.5945979361977245,-9.687709623159753,-8.961248286152017
-6.735332747128342,4.559139270877605,8.540012968454,11.071221960793196,-9.490691062386627,6.0593486523464195,-5.2962991422954735,4.290501609054638,15.607745492495361,-6.632814817685034,-1.9685163910948593,-5.2469933779122755,-5.632274416004291,-5.18629603290486,14.924998506940794,-3.939962207032613,-9.94964320898056,-4.9741450575370685
-6.651785279675199,8.31385201578115,10.824093945069471,7.3169076306333025,-12.983041578455945,7.69447330036019,-4.573744718828749,5.770235254581589,14.298030794005061,-8.696895397391158,0.08286999081463078,-5.502316764052307,-10.13886967093047,-6.68446599902567,16.803632663711458,-6.4440690922121675,-7.661186145710256,-1.767720948674925
-6.3342973944121574,11.559443161539022,12.020814909115694,3.5412844601372764,-12.972604626700155,8.913501320119423,-3.804229876781462,4.91955079976392,12.596973934489123,-9.373763461229714,-2.148904438885774,-3.241461356973245,-14.918663266882586,-8.02135337045237,18.195512516794118,-7.877749906299119,-2.6346017567368003,-0.4194516466051893
-5.43289249018048,13.37993741672597,12.614370723210886,0.678232677943732,-11.022764812861855,9.79815071537537,-3.063766665668865,1.7979216737609995,10.92404271857231,-7.908801042774465,-6.545833193090466,-0.08032778738853263,-19.4798385192971,-9.075460084887183,18.556270991576373,-7.643451417747663,3.4504112477391997,-0.946202151008222
-3.2954844342059535,13.03932289301284,13.016842798727632,-0.3030854330417564,-8.921442178743906,10.467642217597643,-2.469275254563081,-2.7478647678011487,9.619369386562244,-4.3709642188316495,-10.2522629137605,2.2018380447616313,-23.208550902597516,-9.645919484418561,17.23259604214221,-5.929996583106156,8.27820745643887,-2.710972668172837
0.712300410200136,10.288879905142919,13.396752127716987,1.1057247183316052,-7.841466456616986,10.939198533315574,-2.2483835150294857,-6.954895072262402,8.887425665656751,-0.031235244126618156,-11.803789256309962,2.686823120637504,-25.627711638097917,-9.362343795978502,13.740530561091878,-3.4925506669431674,10.7843421013886,-5.179601498116908
