x0,y0,x1,y1,x2,y2,x3,y3
0.75001002743837,0.747371155175488,0.7488793893204461,2.252701841131271,2.2518924601355192,0.7497447316932443,2.2492181231056647,2.2501822719999964
0.750018974255475,0.744741043892596,0.7477575329745221,2.2554049491518326,2.2537861716090535,0.7494882145392876,2.2484373211609494,2.2503657924162837
0.7500268319148773,0.7421096431779082,0.7466344292233218,2.2581093475056897,2.2556811419200438,0.7492304435446598,2.247657596941757,2.2505505657717424
0.7500335917995544,0.7394769296486857,0.7455100763630514,2.2608150600865535,2.257577378623106,0.7489714136754606,2.246878953214288,2.2507365965893005
0.7500392452106508,0.7368428795127774,0.744384472726184,2.2635221112386454,2.2594748893282883,0.7487111198566769,2.2461013927348765,2.2509238893919004
0.7500437833662212,0.7342074685693162,0.7432576166826256,2.266230525756725,2.261373681701324,0.7484495569714913,2.245324918249829,2.2511124487024676
0.7500471973999712,0.7315706722102813,0.7421295066408906,2.2689403288852605,2.2632737634638813,0.748186719860578,2.244549532495257,2.2513022790438804
0.7500494783599962,0.7289324654230162,0.7410001410492839,2.2716515463166553,2.2651751423938093,0.7479226033213899,2.2437752381969105,2.251493384938939
0.7500506172075269,0.7262928227937981,0.739869518397083,2.2743642041884313,2.267077826325382,0.7476572021074336,2.243002038070008,2.2516857709103375
0.7500506048156816,0.7236517185125645,0.7387376372157177,2.277078329079267,2.2689818231495344,0.7473905109275336,2.242229934819066,2.251879441480636
0.7500494319682359,0.7210091263789089,0.7376044960799405,2.2797939480037748,2.2708871408141,0.747122524445086,2.2414589311377235,2.252074401172231
0.750047089358412,0.7183650198094715,0.736470093608982,2.2825110884058972,2.272793787324038,0.7468532372772999,2.240689029708568,2.2522706545073317
0.7500435675876979,0.715719371846857,0.7353344284676836,2.2852297781507827,2.274701770741662,0.7465826439944284,2.239920233202957,2.252468206007932
0.7500388571647021,0.7130721551702254,0.7341974993676013,2.2879500455150015,2.27661109918686,0.7463107391189874,2.239152544280837,2.252667060195786
0.7500329485040561,0.7104233421077147,0.7330593050680684,2.2906719191749403,2.2785217808373135,0.7460375171249625,2.2383859655905627,2.2528672215923824
0.7500258319253713,0.7077729046508654,0.7319198443772107,2.293395428193207,2.2804338239287083,0.7457629724370048,2.23762049976871,2.2530686947189227
0.7500174976522649,0.705120814471233,0.7307791161528998,2.2961206020028566,2.2823472367549433,0.7454870994296144,2.2368561494398924,2.2532714840962957
0.7500079358114657,0.702467042939392,0.7296371193036335,2.298847470389239,2.2842620276683334,0.7452098924263114,2.2360929172165678,2.253475594245057
0.7499971364320163,0.6998115611465479,0.7284938527893285,2.3015760634692506,2.286178205079806,0.744931345698795,2.2353308056988497,2.253681029685406
0.7499850894445846,0.6971543399289966,0.7273493156220093,2.304306411667749,2.288095777459095,0.7446514534660903,2.2345698174743114,2.2538877949371634
0.7499717846809066,0.6944953498956888,0.7262035068663757,2.307038545690875,2.290014753334928,0.7443702098936823,2.23380995511779,2.254095894519753
